snapshot_0126,SpoofingAttack
snapshot_0127,Normal
snapshot_0128,SpoofingAttack
snapshot_0129,OccupancySurge
snapshot_0130,SpoofingAttack
snapshot_0131,FireSmoke
snapshot_0132,OccupancySurge
snapshot_0133,OccupancySurge
snapshot_0134,FireSmoke
snapshot_0135,FireSmoke
snapshot_0136,SpoofingAttack
snapshot_0137,SpoofingAttack
snapshot_0138,OccupancySurge
snapshot_0139,Normal
snapshot_0140,SpoofingAttack
snapshot_0141,Normal
snapshot_0142,Normal
snapshot_0143,FireSmoke
snapshot_0144,SpoofingAttack
snapshot_0145,FireSmoke
snapshot_0146,FireSmoke
snapshot_0147,FireSmoke
snapshot_0148,Normal
snapshot_0149,OccupancySurge
snapshot_0150,OccupancySurge
snapshot_0151,OccupancySurge
snapshot_0152,FireSmoke
snapshot_0153,FireSmoke
snapshot_0154,HVACFault
snapshot_0155,SpoofingAttack
snapshot_0156,HVACFault
snapshot_0157,HVACFault
snapshot_0158,OccupancySurge
snapshot_0159,HVACFault
snapshot_0160,OccupancySurge
snapshot_0161,Normal
snapshot_0162,FireSmoke
snapshot_0163,FireSmoke
snapshot_0164,OccupancySurge
snapshot_0165,HVACFault
snapshot_0166,HVACFault
snapshot_0167,SpoofingAttack
snapshot_0168,FireSmoke
snapshot_0169,Normal
snapshot_0170,HVACFault
snapshot_0171,FireSmoke
snapshot_0172,HVACFault
snapshot_0173,Normal
snapshot_0174,SpoofingAttack
snapshot_0175,OccupancySurge
snapshot_0176,FireSmoke
snapshot_0177,HVACFault
snapshot_0178,Normal
snapshot_0179,SpoofingAttack
snapshot_0180,HVACFault
snapshot_0181,SpoofingAttack
snapshot_0182,FireSmoke
snapshot_0183,SpoofingAttack
snapshot_0184,OccupancySurge
snapshot_0185,SpoofingAttack
snapshot_0186,FireSmoke
snapshot_0187,HVACFault
snapshot_0188,HVACFault
snapshot_0189,SpoofingAttack
snapshot_0190,HVACFault
snapshot_0191,Normal
snapshot_0192,Normal
snapshot_0193,Normal
snapshot_0194,FireSmoke
snapshot_0195,FireSmoke
snapshot_0196,FireSmoke
snapshot_0197,SpoofingAttack
snapshot_0198,SpoofingAttack
snapshot_0199,OccupancySurge
snapshot_0200,HVACFault
snapshot_0201,OccupancySurge
snapshot_0202,Normal
snapshot_0203,Normal
snapshot_0204,FireSmoke
snapshot_0205,SpoofingAttack
snapshot_0206,Normal
snapshot_0207,HVACFault
snapshot_0208,FireSmoke
snapshot_0209,SpoofingAttack
snapshot_0210,OccupancySurge
snapshot_0211,Normal
snapshot_0212,SpoofingAttack
snapshot_0213,Normal
snapshot_0214,Normal
snapshot_0215,Normal
snapshot_0216,SpoofingAttack
snapshot_0217,OccupancySurge
snapshot_0218,Normal
snapshot_0219,SpoofingAttack
snapshot_0220,HVACFault
snapshot_0221,FireSmoke
snapshot_0222,Normal
snapshot_0223,FireSmoke
snapshot_0224,FireSmoke
snapshot_0225,HVACFault
snapshot_0226,FireSmoke
snapshot_0227,SpoofingAttack
snapshot_0228,HVACFault
snapshot_0229,FireSmoke
snapshot_0230,FireSmoke
snapshot_0231,HVACFault
snapshot_0232,Normal
snapshot_0233,Normal
snapshot_0234,HVACFault
snapshot_0235,Normal
snapshot_0236,HVACFault
snapshot_0237,FireSmoke
snapshot_0238,OccupancySurge
snapshot_0239,FireSmoke
snapshot_0240,SpoofingAttack
snapshot_0241,Normal
snapshot_0242,Normal
snapshot_0243,FireSmoke
snapshot_0244,SpoofingAttack
snapshot_0245,FireSmoke
snapshot_0246,HVACFault
snapshot_0247,HVACFault
snapshot_0248,Normal
snapshot_0249,SpoofingAttack
snapshot_0250,SpoofingAttack
snapshot_0251,OccupancySurge
snapshot_0252,HVACFault
snapshot_0253,Normal
snapshot_0254,SpoofingAttack
snapshot_0255,Normal
snapshot_0256,Normal
snapshot_0257,Normal
snapshot_0258,SpoofingAttack
snapshot_0259,SpoofingAttack
snapshot_0260,OccupancySurge
snapshot_0261,OccupancySurge
snapshot_0262,HVACFault
snapshot_0263,SpoofingAttack
snapshot_0264,SpoofingAttack
snapshot_0265,SpoofingAttack
snapshot_0266,Normal
snapshot_0267,OccupancySurge
snapshot_0268,Normal
snapshot_0269,SpoofingAttack
snapshot_0270,HVACFault
snapshot_0271,HVACFault
snapshot_0272,FireSmoke
snapshot_0273,Normal
snapshot_0274,OccupancySurge
snapshot_0275,HVACFault
snapshot_0276,Normal
snapshot_0277,HVACFault
snapshot_0278,SpoofingAttack
snapshot_0279,FireSmoke
snapshot_0280,FireSmoke
snapshot_0281,Normal
snapshot_0282,SpoofingAttack
snapshot_0283,Normal
snapshot_0284,FireSmoke
snapshot_0285,FireSmoke
snapshot_0286,HVACFault
snapshot_0287,HVACFault
snapshot_0288,HVACFault
snapshot_0289,FireSmoke
snapshot_0290,HVACFault
snapshot_0291,HVACFault
snapshot_0292,HVACFault
snapshot_0293,OccupancySurge
snapshot_0294,HVACFault
snapshot_0295,FireSmoke
snapshot_0296,SpoofingAttack
snapshot_0297,SpoofingAttack
snapshot_0298,HVACFault
snapshot_0299,OccupancySurge
snapshot_0300,SpoofingAttack
snapshot_0301,FireSmoke
snapshot_0302,Normal
snapshot_0303,Normal
snapshot_0304,FireSmoke
snapshot_0305,HVACFault
snapshot_0306,HVACFault
snapshot_0307,OccupancySurge
snapshot_0308,OccupancySurge
snapshot_0309,Normal
snapshot_0310,HVACFault
snapshot_0311,FireSmoke
snapshot_0312,Normal
snapshot_0313,HVACFault
snapshot_0314,Normal
snapshot_0315,SpoofingAttack
snapshot_0316,Normal
snapshot_0317,Normal
snapshot_0318,OccupancySurge
snapshot_0319,HVACFault
snapshot_0320,FireSmoke
snapshot_0321,OccupancySurge
snapshot_0322,FireSmoke
snapshot_0323,SpoofingAttack
snapshot_0324,OccupancySurge
snapshot_0325,OccupancySurge
snapshot_0326,Normal
snapshot_0327,Normal
snapshot_0328,HVACFault
snapshot_0329,SpoofingAttack
snapshot_0330,HVACFault
snapshot_0331,Normal
snapshot_0332,HVACFault
snapshot_0333,HVACFault
snapshot_0334,FireSmoke
snapshot_0335,FireSmoke
snapshot_0336,SpoofingAttack
snapshot_0337,HVACFault
snapshot_0338,OccupancySurge
snapshot_0339,Normal
snapshot_0340,SpoofingAttack
snapshot_0341,SpoofingAttack
snapshot_0342,OccupancySurge
snapshot_0343,Normal
snapshot_0344,OccupancySurge
snapshot_0345,SpoofingAttack
snapshot_0346,SpoofingAttack
snapshot_0347,OccupancySurge
snapshot_0348,SpoofingAttack
snapshot_0349,OccupancySurge
snapshot_0350,OccupancySurge
snapshot_0351,Normal
snapshot_0352,HVACFault
snapshot_0353,OccupancySurge
snapshot_0354,Normal
snapshot_0355,OccupancySurge
snapshot_0356,FireSmoke
snapshot_0357,FireSmoke
snapshot_0358,HVACFault
snapshot_0359,OccupancySurge
snapshot_0360,OccupancySurge
snapshot_0361,OccupancySurge
snapshot_0362,Normal
snapshot_0363,Normal
snapshot_0364,FireSmoke
snapshot_0365,HVACFault
snapshot_0366,HVACFault
snapshot_0367,HVACFault
snapshot_0368,SpoofingAttack
snapshot_0369,FireSmoke
snapshot_0370,OccupancySurge
snapshot_0371,Normal
snapshot_0372,HVACFault
snapshot_0373,SpoofingAttack
snapshot_0374,Normal
snapshot_0375,OccupancySurge
snapshot_0376,HVACFault
snapshot_0377,Normal
snapshot_0378,Normal
snapshot_0379,Normal
snapshot_0380,HVACFault
snapshot_0381,OccupancySurge
snapshot_0382,HVACFault
snapshot_0383,SpoofingAttack
snapshot_0384,HVACFault
snapshot_0385,HVACFault
snapshot_0386,OccupancySurge
snapshot_0387,OccupancySurge
snapshot_0388,SpoofingAttack
snapshot_0389,Normal
snapshot_0390,SpoofingAttack
snapshot_0391,HVACFault
snapshot_0392,Normal
snapshot_0393,Normal
snapshot_0394,FireSmoke
snapshot_0395,Normal
snapshot_0396,FireSmoke
snapshot_0397,SpoofingAttack
snapshot_0398,FireSmoke
snapshot_0399,FireSmoke
snapshot_0400,SpoofingAttack
snapshot_0401,FireSmoke
snapshot_0402,SpoofingAttack
snapshot_0403,OccupancySurge
snapshot_0404,HVACFault
snapshot_0405,OccupancySurge
snapshot_0406,HVACFault
snapshot_0407,OccupancySurge
snapshot_0408,HVACFault
snapshot_0409,FireSmoke
snapshot_0410,SpoofingAttack
snapshot_0411,FireSmoke
snapshot_0412,FireSmoke
snapshot_0413,HVACFault
snapshot_0414,Normal
snapshot_0415,OccupancySurge
snapshot_0416,SpoofingAttack
snapshot_0417,OccupancySurge
snapshot_0418,SpoofingAttack
snapshot_0419,SpoofingAttack
snapshot_0420,OccupancySurge
snapshot_0421,SpoofingAttack
snapshot_0422,FireSmoke
snapshot_0423,Normal
snapshot_0424,SpoofingAttack
snapshot_0425,HVACFault
snapshot_0426,HVACFault
snapshot_0427,OccupancySurge
snapshot_0428,Normal
snapshot_0429,Normal
snapshot_0430,HVACFault
snapshot_0431,Normal
snapshot_0432,HVACFault
snapshot_0433,HVACFault
snapshot_0434,FireSmoke
snapshot_0435,SpoofingAttack
snapshot_0436,OccupancySurge
snapshot_0437,SpoofingAttack
snapshot_0438,SpoofingAttack
snapshot_0439,HVACFault
snapshot_0440,HVACFault
snapshot_0441,SpoofingAttack
snapshot_0442,OccupancySurge
snapshot_0443,SpoofingAttack
snapshot_0444,Normal
snapshot_0445,OccupancySurge
snapshot_0446,SpoofingAttack
snapshot_0447,HVACFault
snapshot_0448,SpoofingAttack
snapshot_0449,Normal
snapshot_0450,FireSmoke
snapshot_0451,HVACFault
snapshot_0452,FireSmoke
snapshot_0453,HVACFault
snapshot_0454,Normal
snapshot_0455,SpoofingAttack
snapshot_0456,Normal
snapshot_0457,OccupancySurge
snapshot_0458,FireSmoke
snapshot_0459,Normal
snapshot_0460,Normal
snapshot_0461,HVACFault
snapshot_0462,OccupancySurge
snapshot_0463,Normal
snapshot_0464,HVACFault
snapshot_0465,SpoofingAttack
snapshot_0466,HVACFault
snapshot_0467,OccupancySurge
snapshot_0468,FireSmoke
snapshot_0469,FireSmoke
snapshot_0470,FireSmoke
snapshot_0471,FireSmoke
snapshot_0472,OccupancySurge
snapshot_0473,OccupancySurge
snapshot_0474,Normal
snapshot_0475,FireSmoke
snapshot_0476,HVACFault
snapshot_0477,Normal
snapshot_0478,SpoofingAttack
snapshot_0479,HVACFault
snapshot_0480,HVACFault
snapshot_0481,FireSmoke
snapshot_0482,FireSmoke
snapshot_0483,Normal
snapshot_0484,FireSmoke
snapshot_0485,FireSmoke
snapshot_0486,HVACFault
snapshot_0487,Normal
snapshot_0488,OccupancySurge
snapshot_0489,SpoofingAttack
snapshot_0490,FireSmoke
snapshot_0491,Normal
snapshot_0492,FireSmoke
snapshot_0493,FireSmoke
snapshot_0494,HVACFault
snapshot_0495,FireSmoke
snapshot_0496,SpoofingAttack
snapshot_0497,HVACFault
snapshot_0498,SpoofingAttack
snapshot_0499,Normal
snapshot_0500,FireSmoke
snapshot_0501,FireSmoke
snapshot_0502,Normal
snapshot_0503,SpoofingAttack
snapshot_0504,Normal
snapshot_0505,OccupancySurge
snapshot_0506,FireSmoke
snapshot_0507,FireSmoke
snapshot_0508,HVACFault
snapshot_0509,HVACFault
snapshot_0510,FireSmoke
snapshot_0511,HVACFault
snapshot_0512,OccupancySurge
snapshot_0513,OccupancySurge
snapshot_0514,Normal
snapshot_0515,Normal
snapshot_0516,HVACFault
snapshot_0517,FireSmoke
snapshot_0518,SpoofingAttack
snapshot_0519,Normal
snapshot_0520,HVACFault
snapshot_0521,FireSmoke
snapshot_0522,SpoofingAttack
snapshot_0523,OccupancySurge
snapshot_0524,SpoofingAttack
snapshot_0525,HVACFault
snapshot_0526,OccupancySurge
snapshot_0527,SpoofingAttack
snapshot_0528,HVACFault
snapshot_0529,FireSmoke
snapshot_0530,Normal
snapshot_0531,FireSmoke
snapshot_0532,OccupancySurge
snapshot_0533,SpoofingAttack
snapshot_0534,SpoofingAttack
snapshot_0535,HVACFault
snapshot_0536,SpoofingAttack
snapshot_0537,SpoofingAttack
snapshot_0538,Normal
snapshot_0539,HVACFault
snapshot_0540,HVACFault
snapshot_0541,FireSmoke
snapshot_0542,FireSmoke
snapshot_0543,OccupancySurge
snapshot_0544,HVACFault
snapshot_0545,OccupancySurge
snapshot_0546,FireSmoke
snapshot_0547,HVACFault
snapshot_0548,HVACFault
snapshot_0549,OccupancySurge
snapshot_0550,SpoofingAttack
snapshot_0551,OccupancySurge
snapshot_0552,HVACFault
snapshot_0553,Normal
snapshot_0554,SpoofingAttack
snapshot_0555,HVACFault
snapshot_0556,OccupancySurge
snapshot_0557,FireSmoke
snapshot_0558,OccupancySurge
snapshot_0559,OccupancySurge
snapshot_0560,FireSmoke
snapshot_0561,OccupancySurge
snapshot_0562,OccupancySurge
snapshot_0563,FireSmoke
snapshot_0564,Normal
snapshot_0565,Normal
snapshot_0566,Normal
snapshot_0567,SpoofingAttack
snapshot_0568,FireSmoke
snapshot_0569,HVACFault
snapshot_0570,OccupancySurge
snapshot_0571,HVACFault
snapshot_0572,HVACFault
snapshot_0573,SpoofingAttack
snapshot_0574,FireSmoke
snapshot_0575,SpoofingAttack
snapshot_0576,FireSmoke
snapshot_0577,FireSmoke
snapshot_0578,Normal
snapshot_0579,Normal
snapshot_0580,Normal
snapshot_0581,SpoofingAttack
snapshot_0582,Normal
snapshot_0583,SpoofingAttack
snapshot_0584,Normal
snapshot_0585,Normal
snapshot_0586,FireSmoke
snapshot_0587,SpoofingAttack
snapshot_0588,SpoofingAttack
snapshot_0589,SpoofingAttack
snapshot_0590,SpoofingAttack
snapshot_0591,OccupancySurge
snapshot_0592,FireSmoke
snapshot_0593,SpoofingAttack
snapshot_0594,FireSmoke
snapshot_0595,HVACFault
snapshot_0596,SpoofingAttack
snapshot_0597,SpoofingAttack
snapshot_0598,OccupancySurge
snapshot_0599,FireSmoke
snapshot_0600,HVACFault
snapshot_0601,SpoofingAttack
snapshot_0602,Normal
snapshot_0603,Normal
snapshot_0604,SpoofingAttack
snapshot_0605,SpoofingAttack
snapshot_0606,SpoofingAttack
snapshot_0607,OccupancySurge
snapshot_0608,OccupancySurge
snapshot_0609,SpoofingAttack
snapshot_0610,Normal
snapshot_0611,HVACFault
snapshot_0612,FireSmoke
snapshot_0613,HVACFault
snapshot_0614,HVACFault
snapshot_0615,Normal
snapshot_0616,HVACFault
snapshot_0617,SpoofingAttack
snapshot_0618,FireSmoke
snapshot_0619,Normal
snapshot_0620,OccupancySurge
snapshot_0621,SpoofingAttack
snapshot_0622,FireSmoke
snapshot_0623,HVACFault
snapshot_0624,HVACFault
snapshot_0625,Normal
snapshot_0626,Normal
snapshot_0627,SpoofingAttack
snapshot_0628,SpoofingAttack
snapshot_0629,SpoofingAttack
snapshot_0630,SpoofingAttack
snapshot_0631,Normal
snapshot_0632,Normal
snapshot_0633,SpoofingAttack
snapshot_0634,OccupancySurge
snapshot_0635,OccupancySurge
snapshot_0636,Normal
snapshot_0637,OccupancySurge
snapshot_0638,SpoofingAttack
snapshot_0639,SpoofingAttack
snapshot_0640,Normal
snapshot_0641,HVACFault
snapshot_0642,OccupancySurge
snapshot_0643,FireSmoke
snapshot_0644,FireSmoke
snapshot_0645,OccupancySurge
snapshot_0646,Normal
snapshot_0647,HVACFault
snapshot_0648,HVACFault
snapshot_0649,FireSmoke
snapshot_0650,HVACFault
snapshot_0651,OccupancySurge
snapshot_0652,SpoofingAttack
snapshot_0653,OccupancySurge
snapshot_0654,HVACFault
snapshot_0655,OccupancySurge
snapshot_0656,HVACFault
snapshot_0657,Normal
snapshot_0658,OccupancySurge
snapshot_0659,OccupancySurge
snapshot_0660,Normal
snapshot_0661,SpoofingAttack
snapshot_0662,SpoofingAttack
snapshot_0663,FireSmoke
snapshot_0664,SpoofingAttack
snapshot_0665,Normal
snapshot_0666,Normal
snapshot_0667,SpoofingAttack
snapshot_0668,SpoofingAttack
snapshot_0669,Normal
snapshot_0670,Normal
snapshot_0671,FireSmoke
snapshot_0672,SpoofingAttack
snapshot_0673,FireSmoke
snapshot_0674,FireSmoke
snapshot_0675,SpoofingAttack
snapshot_0676,SpoofingAttack
snapshot_0677,SpoofingAttack
snapshot_0678,FireSmoke
snapshot_0679,OccupancySurge
snapshot_0680,FireSmoke
snapshot_0681,OccupancySurge
snapshot_0682,SpoofingAttack
snapshot_0683,OccupancySurge
snapshot_0684,FireSmoke
snapshot_0685,Normal
snapshot_0686,HVACFault
snapshot_0687,HVACFault
snapshot_0688,HVACFault
snapshot_0689,Normal
snapshot_0690,SpoofingAttack
snapshot_0691,SpoofingAttack
snapshot_0692,Normal
snapshot_0693,SpoofingAttack
snapshot_0694,OccupancySurge
snapshot_0695,FireSmoke
snapshot_0696,OccupancySurge
snapshot_0697,HVACFault
snapshot_0698,SpoofingAttack
snapshot_0699,FireSmoke
snapshot_0700,FireSmoke
snapshot_0701,HVACFault
snapshot_0702,Normal
snapshot_0703,HVACFault
snapshot_0704,HVACFault
snapshot_0705,OccupancySurge
snapshot_0706,HVACFault
snapshot_0707,Normal
snapshot_0708,OccupancySurge
snapshot_0709,FireSmoke
snapshot_0710,HVACFault
snapshot_0711,HVACFault
snapshot_0712,Normal
snapshot_0713,HVACFault
snapshot_0714,HVACFault
snapshot_0715,SpoofingAttack
snapshot_0716,Normal
snapshot_0717,Normal
snapshot_0718,HVACFault
snapshot_0719,SpoofingAttack
snapshot_0720,OccupancySurge
snapshot_0721,SpoofingAttack
snapshot_0722,SpoofingAttack
snapshot_0723,OccupancySurge
snapshot_0724,Normal
snapshot_0725,SpoofingAttack
snapshot_0726,SpoofingAttack
snapshot_0727,HVACFault
snapshot_0728,FireSmoke
snapshot_0729,OccupancySurge
snapshot_0730,SpoofingAttack
snapshot_0731,HVACFault
snapshot_0732,SpoofingAttack
snapshot_0733,Normal
snapshot_0734,OccupancySurge
snapshot_0735,SpoofingAttack
snapshot_0736,FireSmoke
snapshot_0737,FireSmoke
snapshot_0738,OccupancySurge
snapshot_0739,Normal
snapshot_0740,OccupancySurge
snapshot_0741,OccupancySurge
snapshot_0742,HVACFault
snapshot_0743,FireSmoke
snapshot_0744,SpoofingAttack
snapshot_0745,SpoofingAttack
snapshot_0746,OccupancySurge
snapshot_0747,OccupancySurge
snapshot_0748,OccupancySurge
snapshot_0749,SpoofingAttack
snapshot_0750,OccupancySurge
snapshot_0751,Normal
snapshot_0752,HVACFault
snapshot_0753,OccupancySurge
snapshot_0754,HVACFault
snapshot_0755,OccupancySurge
snapshot_0756,FireSmoke
snapshot_0757,Normal
snapshot_0758,HVACFault
snapshot_0759,FireSmoke
snapshot_0760,Normal
snapshot_0761,FireSmoke
snapshot_0762,Normal
snapshot_0763,SpoofingAttack
snapshot_0764,OccupancySurge
snapshot_0765,FireSmoke
snapshot_0766,HVACFault
snapshot_0767,HVACFault
snapshot_0768,OccupancySurge
snapshot_0769,FireSmoke
snapshot_0770,HVACFault
snapshot_0771,Normal
snapshot_0772,OccupancySurge
snapshot_0773,Normal
snapshot_0774,OccupancySurge
snapshot_0775,FireSmoke
snapshot_0776,FireSmoke
snapshot_0777,HVACFault
snapshot_0778,HVACFault
snapshot_0779,Normal
snapshot_0780,FireSmoke
snapshot_0781,FireSmoke
snapshot_0782,SpoofingAttack
snapshot_0783,HVACFault
snapshot_0784,SpoofingAttack
snapshot_0785,OccupancySurge
snapshot_0786,FireSmoke
snapshot_0787,FireSmoke
snapshot_0788,FireSmoke
snapshot_0789,SpoofingAttack
snapshot_0790,OccupancySurge
snapshot_0791,SpoofingAttack
snapshot_0792,FireSmoke
snapshot_0793,OccupancySurge
snapshot_0794,HVACFault
snapshot_0795,HVACFault
snapshot_0796,SpoofingAttack
snapshot_0797,OccupancySurge
snapshot_0798,Normal
snapshot_0799,HVACFault
snapshot_0800,Normal
snapshot_0801,Normal
snapshot_0802,Normal
snapshot_0803,FireSmoke
snapshot_0804,SpoofingAttack
snapshot_0805,OccupancySurge
snapshot_0806,HVACFault
snapshot_0807,OccupancySurge
snapshot_0808,SpoofingAttack
snapshot_0809,Normal
snapshot_0810,OccupancySurge
snapshot_0811,HVACFault
snapshot_0812,SpoofingAttack
snapshot_0813,Normal
snapshot_0814,SpoofingAttack
snapshot_0815,FireSmoke
snapshot_0816,OccupancySurge
snapshot_0817,SpoofingAttack
snapshot_0818,Normal
snapshot_0819,OccupancySurge
snapshot_0820,SpoofingAttack
snapshot_0821,Normal
snapshot_0822,HVACFault
snapshot_0823,OccupancySurge
snapshot_0824,Normal
snapshot_0825,Normal
snapshot_0826,FireSmoke
snapshot_0827,HVACFault
snapshot_0828,HVACFault
snapshot_0829,HVACFault
snapshot_0830,Normal
snapshot_0831,HVACFault
snapshot_0832,FireSmoke
snapshot_0833,SpoofingAttack
snapshot_0834,Normal
snapshot_0835,Normal
snapshot_0836,FireSmoke
snapshot_0837,HVACFault
snapshot_0838,SpoofingAttack
snapshot_0839,HVACFault
snapshot_0840,Normal
snapshot_0841,OccupancySurge
snapshot_0842,SpoofingAttack
snapshot_0843,HVACFault
snapshot_0844,FireSmoke
snapshot_0845,SpoofingAttack
snapshot_0846,SpoofingAttack
snapshot_0847,FireSmoke
snapshot_0848,FireSmoke
snapshot_0849,OccupancySurge
snapshot_0850,FireSmoke
snapshot_0851,SpoofingAttack
snapshot_0852,HVACFault
snapshot_0853,OccupancySurge
snapshot_0854,HVACFault
snapshot_0855,SpoofingAttack
snapshot_0856,SpoofingAttack
snapshot_0857,OccupancySurge
snapshot_0858,FireSmoke
snapshot_0859,HVACFault
snapshot_0860,FireSmoke
snapshot_0861,Normal
snapshot_0862,OccupancySurge
snapshot_0863,SpoofingAttack
snapshot_0864,HVACFault
snapshot_0865,FireSmoke
snapshot_0866,OccupancySurge
snapshot_0867,Normal
snapshot_0868,OccupancySurge
snapshot_0869,Normal
snapshot_0870,Normal
snapshot_0871,SpoofingAttack
snapshot_0872,FireSmoke
snapshot_0873,SpoofingAttack
snapshot_0874,Normal
snapshot_0875,SpoofingAttack
snapshot_0876,OccupancySurge
snapshot_0877,OccupancySurge
snapshot_0878,HVACFault
snapshot_0879,HVACFault
snapshot_0880,OccupancySurge
snapshot_0881,OccupancySurge
snapshot_0882,OccupancySurge
snapshot_0883,HVACFault
snapshot_0884,SpoofingAttack
snapshot_0885,Normal
snapshot_0886,SpoofingAttack
snapshot_0887,SpoofingAttack
snapshot_0888,SpoofingAttack
snapshot_0889,FireSmoke
snapshot_0890,Normal
snapshot_0891,Normal
snapshot_0892,HVACFault
snapshot_0893,OccupancySurge
snapshot_0894,FireSmoke
snapshot_0895,OccupancySurge
snapshot_0896,FireSmoke
snapshot_0897,FireSmoke
snapshot_0898,FireSmoke
snapshot_0899,SpoofingAttack
snapshot_0900,OccupancySurge
snapshot_0901,HVACFault
snapshot_0902,OccupancySurge
snapshot_0903,HVACFault
snapshot_0904,HVACFault
snapshot_0905,SpoofingAttack
snapshot_0906,HVACFault
snapshot_0907,FireSmoke
snapshot_0908,HVACFault
snapshot_0909,OccupancySurge
snapshot_0910,SpoofingAttack
snapshot_0911,OccupancySurge
snapshot_0912,HVACFault
snapshot_0913,SpoofingAttack
snapshot_0914,OccupancySurge
snapshot_0915,Normal
snapshot_0916,Normal
snapshot_0917,SpoofingAttack
snapshot_0918,SpoofingAttack
snapshot_0919,OccupancySurge
snapshot_0920,HVACFault
snapshot_0921,FireSmoke
snapshot_0922,OccupancySurge
snapshot_0923,Normal
snapshot_0924,HVACFault
snapshot_0925,HVACFault
snapshot_0926,SpoofingAttack
snapshot_0927,OccupancySurge
snapshot_0928,SpoofingAttack
snapshot_0929,Normal
snapshot_0930,HVACFault
snapshot_0931,Normal
snapshot_0932,FireSmoke
snapshot_0933,HVACFault
snapshot_0934,Normal
snapshot_0935,FireSmoke
snapshot_0936,FireSmoke
snapshot_0937,OccupancySurge
snapshot_0938,HVACFault
snapshot_0939,Normal
snapshot_0940,FireSmoke
snapshot_0941,HVACFault
snapshot_0942,FireSmoke
snapshot_0943,FireSmoke
snapshot_0944,Normal
snapshot_0945,FireSmoke
